32 11385.9 11187.9
48 23674.5 22623
64 31581.5 30449.2
96 46692.6 43784.8
128 44591.5 44929.9
192 59415.1 57376.4
256 75040.3 61886
384 115732 111168
512 108131 107433
768 218306 201103
1024 292196 280326
1536 685867 664448
2048 177994 14.4876
3072 734050 656671
4096 945522 907766
6144 1.26044e+06 1.23008e+06
8192 1.36182e+06 1.31138e+06
12288 2.04459e+06 1.97861e+06
16384 2.45416e+06 2.41131e+06
24576 3.28139e+06 3.1326e+06
32768 3.96611e+06 3.78998e+06
